filename,copy,batching method,num. seen alphabets in training,seen_transform.,new_transform,alphabets
MLC_batchalph_dallstudy1_copy_perm20_nep20.pt,True,alphabet,20,0.3043409127047225,0.034993270524899055,new
MLC_batchtrans_dallstudy1_copy_perm20_nep20_rep1.pt,True,transformation,20,0.943,0.098,seen
MLC_batchtrans_dallstudy1_copy_perm20_nep20_rep1.pt,True,transformation,20,0.30275083479090475,0.034800999807729285,new
MLC_batchtrans_dallstudy1_copy_perm20_nep20.pt,True,transformation,20,0.869,0.125,seen
MLC_batchtrans_dallstudy1_copy_perm20_nep20.pt,True,transformation,20,0.37478136428685005,0.05691213228225341,new
MLC_batchbyboth_dallstudy1_copy_perm20_nep20_rep3.pt,True,transformation_alphabet,20,0.899,0.095,seen
MLC_batchbyboth_dallstudy1_copy_perm20_nep20_rep3.pt,True,transformation_alphabet,20,0.3425027826363492,0.03576235339357816,new
MLC_batchbyboth_dallstudy1_copy_perm20_nep20_rep4.pt,True,transformation_alphabet,20,0.898,0.088,seen
MLC_batchbyboth_dallstudy1_copy_perm20_nep20_rep4.pt,True,transformation_alphabet,20,0.30131976466846877,0.030186502595654682,new
MLC_batchalph_dallstudy1_copy_perm20_nep20_rep2.pt,True,alphabet,20,0.894,0.096,seen
MLC_batchalph_dallstudy1_copy_perm20_nep20_rep2.pt,True,alphabet,20,0.3294641437430434,0.03518554124206883,new
MLC_batchtrans_dallstudy1_copy_perm20_nep20_rep3.pt,True,transformation,20,0.951,0.105,seen
MLC_batchtrans_dallstudy1_copy_perm20_nep20_rep3.pt,True,transformation,20,0.3113372555255208,0.03633916554508748,new
MLC_batchbyboth_dallstudy1_copy_perm20_nep20_rep2.pt,True,transformation_alphabet,20,0.892,0.102,seen
MLC_batchbyboth_dallstudy1_copy_perm20_nep20_rep2.pt,True,transformation_alphabet,20,0.3609476864366354,0.03941549701980388,new
MLC_batchalph_dallstudy1_copy_perm20_nep20_rep4.pt,True,alphabet,20,0.901,0.099,seen
MLC_batchalph_dallstudy1_copy_perm20_nep20_rep4.pt,True,alphabet,20,0.3157894736842105,0.039030955585464336,new
MLC_batchrand_dallstudy1_copy_perm20_nep20_rep3.pt,True,random,20,0.899,0.097,seen
MLC_batchrand_dallstudy1_copy_perm20_nep20_rep3.pt,True,random,20,0.3428207982191127,0.03826187271678523,new
MLC_batchtrans_dallstudy1_copy_perm20_nep20_rep4.pt,True,transformation,20,0.888,0.091,seen
MLC_batchtrans_dallstudy1_copy_perm20_nep20_rep4.pt,True,transformation,20,0.34441087613293053,0.03826187271678523,new
MLC_batchrand_dallstudy1_copy_perm200_nep20_rep1.pt,True,random,200,0.897,0.073,seen
MLC_batchrand_dallstudy1_copy_perm200_nep20_rep1.pt,True,random,200,0.7882016218794721,0.06402614881753509,new
MLC_batchrand_dallstudy1_copy_perm40_nep20_rep1.pt,True,random,40,0.943,0.13,seen
MLC_batchrand_dallstudy1_copy_perm40_nep20_rep1.pt,True,random,40,0.5105740181268882,0.06364160738319553,new
MLC_batchalph_dallstudy1_copy_perm200_nep20_rep2.pt,True,alphabet,200,1.0,0.215,seen
MLC_batchalph_dallstudy1_copy_perm200_nep20_rep2.pt,True,alphabet,200,0.9996819844172364,0.1949625072101519,new
MLC_batchrand_dallstudy1_copy_perm100_nep20.pt,True,random,100,1.0,0.285,seen
MLC_batchrand_dallstudy1_copy_perm100_nep20.pt,True,random,100,0.9691524884719351,0.2522591809267449,new
MLC_batchrand_dallstudy1_copy_perm20_nep20_rep1.pt,True,random,20,0.94,0.104,seen
MLC_batchrand_dallstudy1_copy_perm20_nep20_rep1.pt,True,random,20,0.31642550484973764,0.03999230917131321,new
MLC_batchalph_dallstudy1_copy_perm140_nep20_rep2.pt,True,alphabet,140,0.819,0.053,seen
MLC_batchalph_dallstudy1_copy_perm140_nep20_rep2.pt,True,alphabet,140,0.6196533630147877,0.04576043068640646,new
MLC_batchalph_dallstudy1_copy_perm80_nep20_rep2.pt,True,alphabet,80,0.946,0.091,seen
MLC_batchalph_dallstudy1_copy_perm80_nep20_rep2.pt,True,alphabet,80,0.6560661472412148,0.05806575658527206,new
MLC_batchalph_dallstudy1_copy_perm400_nep20_rep1.pt,True,alphabet,400,0.988,0.067,seen
MLC_batchalph_dallstudy1_copy_perm400_nep20_rep1.pt,True,alphabet,400,0.9823501351566227,0.05768121515093251,new
MLC_batchrand_dallstudy1_copy_perm400_nep20_rep1.pt,True,random,400,0.992,0.071,seen
MLC_batchrand_dallstudy1_copy_perm400_nep20_rep1.pt,True,random,400,0.9858483065670218,0.06998654104979811,new
MLC_batchalph_dallstudy1_copy_perm80_nep20.pt,True,alphabet,80,0.947,0.111,seen
MLC_batchalph_dallstudy1_copy_perm80_nep20.pt,True,alphabet,80,0.7042455080298935,0.0717169775043261,new
MLC_batchrand_dallstudy1_copy_perm40_nep20_rep2.pt,True,random,40,0.949,0.119,seen
MLC_batchrand_dallstudy1_copy_perm40_nep20_rep2.pt,True,random,40,0.5126411194148514,0.06364160738319553,new
MLC_batchrand_dallstudy1_copy_perm60_nep20.pt,True,random,60,0.944,0.113,seen
MLC_batchrand_dallstudy1_copy_perm60_nep20.pt,True,random,60,0.6210844331372237,0.06421841953470486,new
MLC_batchalph_dallstudy1_copy_perm200_nep20_rep3.pt,True,alphabet,200,1.0,0.105,seen
MLC_batchalph_dallstudy1_copy_perm200_nep20_rep3.pt,True,alphabet,200,0.9939577039274925,0.09825033647375504,new
MLC_batchrand_dallstudy1_copy_perm400_nep20.pt,True,random,400,1.0,0.106,seen
MLC_batchrand_dallstudy1_copy_perm400_nep20.pt,True,random,400,0.9992049610430911,0.10997885022111133,new
MLC_batchrand_dallstudy1_copy_perm140_nep20_rep2.pt,True,random,140,0.832,0.05,seen
MLC_batchrand_dallstudy1_copy_perm140_nep20_rep2.pt,True,random,140,0.6188583240578789,0.04499134781772736,new
MLC_batchalph_dallstudy1_copy_perm200_nep20_rep4.pt,True,alphabet,200,0.999,0.158,seen
MLC_batchalph_dallstudy1_copy_perm200_nep20_rep4.pt,True,alphabet,200,0.9984099220861822,0.14824072293789656,new
MLC_batchrand_dallstudy1_copy_perm100_nep20_rep1.pt,True,random,100,0.996,0.12,seen
MLC_batchrand_dallstudy1_copy_perm100_nep20_rep1.pt,True,random,100,0.864843377325489,0.08690636416073833,new
MLC_batchrand_dallstudy1_copy_perm60_nep20_rep2.pt,True,random,60,0.883,0.082,seen
MLC_batchrand_dallstudy1_copy_perm60_nep20_rep2.pt,True,random,60,0.5002385116870727,0.052489905787348586,new
MLC_batchalph_dallstudy1_copy_perm400_nep20.pt,True,alphabet,400,0.809,0.04,seen
MLC_batchalph_dallstudy1_copy_perm400_nep20.pt,True,alphabet,400,0.8158689775799014,0.04018457988848299,new
MLC_batchrand_dallstudy1_copy_perm20_nep20_rep2.pt,True,random,20,0.921,0.104,seen
MLC_batchrand_dallstudy1_copy_perm20_nep20_rep2.pt,True,random,20,0.3291461281602798,0.03999230917131321,new
MLC_batchrand_dallstudy1_copy_perm80_nep20_rep3.pt,True,random,80,0.951,0.112,seen
MLC_batchrand_dallstudy1_copy_perm80_nep20_rep3.pt,True,random,80,0.6824614406105899,0.0694097288982888,new
MLC_batchrand_dallstudy1_copy_perm20_nep20.pt,True,random,20,0.9,0.099,seen
MLC_batchrand_dallstudy1_copy_perm20_nep20.pt,True,random,20,0.36206074097630786,0.03864641415112478,new
MLC_batchrand_dallstudy1_copy_perm60_nep20_rep3.pt,True,random,60,0.949,0.115,seen
MLC_batchrand_dallstudy1_copy_perm60_nep20_rep3.pt,True,random,60,0.6236285577993321,0.07017881176696789,new
MLC_batchrand_dallstudy1_copy_perm20_nep20_rep4.pt,True,random,20,0.902,0.1,seen
MLC_batchrand_dallstudy1_copy_perm20_nep20_rep4.pt,True,random,20,0.35888058514867227,0.04114593347433186,new
MLC_batchrand_dallstudy1_copy_perm60_nep20_rep1.pt,True,random,60,0.946,0.128,seen
MLC_batchrand_dallstudy1_copy_perm60_nep20_rep1.pt,True,random,60,0.6412784226427095,0.07037108248413766,new
MLC_batchalph_dallstudy1_copy_perm40_nep20.pt,True,alphabet,40,0.949,0.119,seen
MLC_batchalph_dallstudy1_copy_perm40_nep20.pt,True,alphabet,40,0.5267928128478295,0.06210344164583734,new
MLC_batchrand_dallstudy1_copy_perm200_nep20_rep2.pt,True,random,200,0.998,0.131,seen
MLC_batchrand_dallstudy1_copy_perm200_nep20_rep2.pt,True,random,200,0.9907775480998569,0.12843683906940973,new
MLC_batchrand_dallstudy1_copy_perm200_nep20_rep4.pt,True,random,200,1.0,0.106,seen
MLC_batchrand_dallstudy1_copy_perm200_nep20_rep4.pt,True,random,200,0.9955477818413102,0.10017304364545279,new
MLC_batchalph_dallstudy1_copy_perm140_nep20_rep1.pt,True,alphabet,140,0.998,0.126,seen
MLC_batchalph_dallstudy1_copy_perm140_nep20_rep1.pt,True,alphabet,140,0.9376689457783431,0.10863295520092289,new
MLC_batchrand_dallstudy1_copy_perm140_nep20_rep1.pt,True,random,140,1.0,0.129,seen
MLC_batchrand_dallstudy1_copy_perm140_nep20_rep1.pt,True,random,140,0.9847352520273494,0.101711209382811,new
MLC_batchalph_dallstudy1_copy_perm80_nep20_rep4.pt,True,alphabet,80,0.946,0.095,seen
MLC_batchalph_dallstudy1_copy_perm80_nep20_rep4.pt,True,alphabet,80,0.6951820639211321,0.0655643145548933,new
MLC_batchrand_dallstudy1_copy_perm140_nep20_rep3.pt,True,random,140,0.999,0.128,seen
MLC_batchrand_dallstudy1_copy_perm140_nep20_rep3.pt,True,random,140,0.938463984735252,0.1024802922514901,new
MLC_batchalph_dallstudy1_copy_perm60_nep20_rep1.pt,True,alphabet,60,0.943,0.119,seen
MLC_batchalph_dallstudy1_copy_perm60_nep20_rep1.pt,True,alphabet,60,0.6072507552870091,0.06671793885791194,new
MLC_batchrand_dallstudy1_copy_perm400_nep20_rep2.pt,True,random,400,0.999,0.103,seen
MLC_batchrand_dallstudy1_copy_perm400_nep20_rep2.pt,True,random,400,0.9993639688344729,0.10901749663526245,new
MLC_batchrand_dallstudy1_copy_perm400_nep20_rep3.pt,True,random,400,0.817,0.025,seen
MLC_batchrand_dallstudy1_copy_perm400_nep20_rep3.pt,True,random,400,0.8160279853712832,0.025764276100749856,new
MLC_batchalph_dallstudy1_copy_perm400_nep20_rep4.pt,True,alphabet,400,0.999,0.058,seen
MLC_batchalph_dallstudy1_copy_perm400_nep20_rep4.pt,True,alphabet,400,0.9968198441723645,0.05768121515093251,new
MLC_batchalph_dallstudy1_copy_perm60_nep20_rep2.pt,True,alphabet,60,0.94,0.106,seen
MLC_batchalph_dallstudy1_copy_perm60_nep20_rep2.pt,True,alphabet,60,0.572905072348545,0.06710248029225149,new
MLC_batchrand_dallstudy1_copy_perm80_nep20_rep4.pt,True,random,80,0.948,0.098,seen
MLC_batchrand_dallstudy1_copy_perm80_nep20_rep4.pt,True,random,80,0.6552711082843059,0.06421841953470486,new
MLC_batchrand_dallstudy1_copy_perm80_nep20.pt,True,random,80,0.951,0.103,seen
MLC_batchrand_dallstudy1_copy_perm80_nep20.pt,True,random,80,0.7020193989505485,0.06537204383772352,new
MLC_batchrand_dallstudy1_copy_perm40_nep20_rep4.pt,True,random,40,0.934,0.113,seen
MLC_batchrand_dallstudy1_copy_perm40_nep20_rep4.pt,True,random,40,0.4929241532835109,0.059219380888290714,new
MLC_batchalph_dallstudy1_copy_perm100_nep20_rep1.pt,True,alphabet,100,0.925,0.09,seen
MLC_batchalph_dallstudy1_copy_perm100_nep20_rep1.pt,True,alphabet,100,0.7086977261885833,0.05941165160546049,new
MLC_batchalph_dallstudy1_copy_perm80_nep20_rep3.pt,True,alphabet,80,0.948,0.103,seen
MLC_batchalph_dallstudy1_copy_perm80_nep20_rep3.pt,True,alphabet,80,0.7118778820162188,0.07440876754470294,new
MLC_batchrand_dallstudy1_copy_perm140_nep20_rep4.pt,True,random,140,0.918,0.073,seen
MLC_batchrand_dallstudy1_copy_perm140_nep20_rep4.pt,True,random,140,0.7654635077118779,0.05498942511055566,new
MLC_batchrand_dallstudy1_copy_perm200_nep20.pt,True,random,200,0.999,0.101,seen
MLC_batchrand_dallstudy1_copy_perm200_nep20.pt,True,random,200,0.9945937350930195,0.09613535858488752,new
MLC_batchalph_dallstudy1_copy_perm100_nep20_rep2.pt,True,alphabet,100,0.997,0.112,seen
MLC_batchalph_dallstudy1_copy_perm100_nep20_rep2.pt,True,alphabet,100,0.8794720941326125,0.08113824264564506,new
MLC_batchalph_dallstudy1_copy_perm60_nep20_rep4.pt,True,alphabet,60,0.999,0.176,seen
MLC_batchalph_dallstudy1_copy_perm60_nep20_rep4.pt,True,alphabet,60,0.7878836062967085,0.10132666794847145,new
MLC_batchrand_dallstudy1_copy_perm80_nep20_rep1.pt,True,random,80,0.938,0.09,seen
MLC_batchrand_dallstudy1_copy_perm80_nep20_rep1.pt,True,random,80,0.6422324693910002,0.059219380888290714,new
MLC_batchalph_dallstudy1_copy_perm100_nep20_rep3.pt,True,alphabet,100,0.93,0.107,seen
MLC_batchalph_dallstudy1_copy_perm100_nep20_rep3.pt,True,alphabet,100,0.7516298298616633,0.07806191117092867,new
MLC_batchalph_dallstudy1_copy_perm40_nep20_rep4.pt,True,alphabet,40,0.92,0.112,seen
MLC_batchalph_dallstudy1_copy_perm40_nep20_rep4.pt,True,alphabet,40,0.4757513118142789,0.056719861565083636,new
MLC_batchalph_dallstudy1_copy_perm40_nep20_rep1.pt,True,alphabet,40,0.889,0.109,seen
MLC_batchalph_dallstudy1_copy_perm40_nep20_rep1.pt,True,alphabet,40,0.4517411353156305,0.05768121515093251,new
MLC_batchalph_dallstudy1_copy_perm400_nep20_rep2.pt,True,alphabet,400,1.0,0.069,seen
MLC_batchalph_dallstudy1_copy_perm400_nep20_rep2.pt,True,alphabet,400,0.9996819844172364,0.06902518746394924,new
MLC_batchalph_dallstudy1_copy_perm80_nep20_rep1.pt,True,alphabet,80,0.946,0.101,seen
MLC_batchalph_dallstudy1_copy_perm80_nep20_rep1.pt,True,alphabet,80,0.6778502146605183,0.06979427033262835,new
MLC_batchrand_dallstudy1_copy_perm100_nep20_rep4.pt,True,random,100,0.931,0.101,seen
MLC_batchrand_dallstudy1_copy_perm100_nep20_rep4.pt,True,random,100,0.7234854507870886,0.06671793885791194,new
MLC_batchrand_dallstudy1_copy_perm80_nep20_rep2.pt,True,random,80,0.945,0.092,seen
MLC_batchrand_dallstudy1_copy_perm80_nep20_rep2.pt,True,random,80,0.678804261408809,0.06268025379734667,new
MLC_batchalph_dallstudy1_copy_perm60_nep20_rep3.pt,True,alphabet,60,0.949,0.105,seen
MLC_batchalph_dallstudy1_copy_perm60_nep20_rep3.pt,True,alphabet,60,0.6307839084115122,0.061526629494328015,new
MLC_batchalph_dallstudy1_copy_perm140_nep20_rep3.pt,True,alphabet,140,0.997,0.099,seen
MLC_batchalph_dallstudy1_copy_perm140_nep20_rep3.pt,True,alphabet,140,0.9155668627762761,0.08075370121130551,new
MLC_batchrand_dallstudy1_copy_perm100_nep20_rep2.pt,True,random,100,0.935,0.107,seen
MLC_batchrand_dallstudy1_copy_perm100_nep20_rep2.pt,True,random,100,0.7355700429321037,0.07229378965583541,new
MLC_batchrand_dallstudy1_copy_perm140_nep20.pt,True,random,140,0.913,0.061,seen
MLC_batchrand_dallstudy1_copy_perm140_nep20.pt,True,random,140,0.7653044999204961,0.04729859642376466,new
MLC_batchrand_dallstudy1_copy_perm400_nep20_rep4.pt,True,random,400,1.0,0.068,seen
MLC_batchrand_dallstudy1_copy_perm400_nep20_rep4.pt,True,random,400,0.9992049610430911,0.07306287252451452,new
MLC_batchalph_dallstudy1_copy_perm140_nep20_rep4.pt,True,alphabet,140,0.907,0.06,seen
MLC_batchalph_dallstudy1_copy_perm140_nep20_rep4.pt,True,alphabet,140,0.7788201621879473,0.05229763507017881,new
MLC_batchrand_dallstudy1_copy_perm100_nep20_rep3.pt,True,random,100,0.999,0.153,seen
MLC_batchrand_dallstudy1_copy_perm100_nep20_rep3.pt,True,random,100,0.9233582445539832,0.1186310324937512,new
MLC_batchalph_dallstudy1_copy_perm100_nep20_rep4.pt,True,alphabet,100,0.961,0.119,seen
MLC_batchalph_dallstudy1_copy_perm100_nep20_rep4.pt,True,alphabet,100,0.7805692478931467,0.0847913862718708,new
MLC_batchunstruct_dallstudy1_copy_perm20_nep20.pt,True,random,20,0.894,0.099,seen
MLC_batchunstruct_dallstudy1_copy_perm20_nep20.pt,True,random,20,0.3471140085864207,0.034800999807729285,new
MLC_batchalph_dallstudy1_copy_perm40_nep20_rep3.pt,True,alphabet,40,0.951,0.12,seen
MLC_batchalph_dallstudy1_copy_perm40_nep20_rep3.pt,True,alphabet,40,0.5568452854189855,0.062295712363007114,new
MLC_batchalph_dallstudy1_copy_perm200_nep20_rep1.pt,True,alphabet,200,0.789,0.039,seen
MLC_batchalph_dallstudy1_copy_perm200_nep20_rep1.pt,True,alphabet,200,0.6792812847829544,0.03653143626225726,new
MLC_batchrand_dallstudy1_copy_perm200_nep20_rep3.pt,True,random,200,0.992,0.108,seen
MLC_batchrand_dallstudy1_copy_perm200_nep20_rep3.pt,True,random,200,0.9535697249165209,0.10382618727167853,new
MLC_batchalph_dallstudy1_copy_perm100_nep20.pt,True,alphabet,100,0.931,0.1,seen
MLC_batchalph_dallstudy1_copy_perm100_nep20.pt,True,alphabet,100,0.7296867546509779,0.06844837531243991,new
MLC_batchrand_dallstudy1_copy_perm60_nep20_rep4.pt,True,random,60,0.95,0.139,seen
MLC_batchrand_dallstudy1_copy_perm60_nep20_rep4.pt,True,random,60,0.6212434409286055,0.07517785041338204,new
MLC_batchrand_dallstudy1_copy_perm40_nep20_rep3.pt,True,random,40,0.889,0.116,seen
MLC_batchrand_dallstudy1_copy_perm40_nep20_rep3.pt,True,random,40,0.44474479249483223,0.05902711017112094,new
MLC_batchrand_dallstudy1_copy_perm40_nep20.pt,True,random,40,0.918,0.099,seen
MLC_batchrand_dallstudy1_copy_perm40_nep20.pt,True,random,40,0.47956749880744154,0.05710440299942319,new
MLC_batchalph_dallstudy1_copy_perm140_nep20.pt,True,alphabet,140,1.0,0.215,seen
MLC_batchalph_dallstudy1_copy_perm140_nep20.pt,True,alphabet,140,0.9807600572428049,0.1855412420688329,new
MLC_batchalph_dallstudy1_copy_perm400_nep20_rep3.pt,True,alphabet,400,0.716,0.03,seen
MLC_batchalph_dallstudy1_copy_perm400_nep20_rep3.pt,True,alphabet,400,0.711718874224837,0.036723706979427034,new
MLC_batchalph_dallstudy1_copy_perm200_nep20.pt,True,alphabet,200,1.0,0.271,seen
MLC_batchalph_dallstudy1_copy_perm200_nep20.pt,True,alphabet,200,0.9987279376689457,0.26302634108825224,new
MLC_batchalph_dallstudy1_copy_perm60_nep20.pt,True,alphabet,60,0.936,0.085,seen
MLC_batchalph_dallstudy1_copy_perm60_nep20.pt,True,alphabet,60,0.5673397996501829,0.053066717938857914,new
MLC_batchrand_dallstudy1_copy_perm20_nep20_rep3.pt,True,random,20,0.899,0.097,seen
MLC_batchrand_dallstudy1_copy_perm20_nep20_rep3.pt,True,random,20,0.3428207982191127,0.03826187271678523,new
MLC_batchalph_dallstudy1_copy_perm40_nep20_rep2.pt,True,alphabet,40,0.951,0.134,seen
MLC_batchalph_dallstudy1_copy_perm40_nep20_rep2.pt,True,alphabet,40,0.5363332803307362,0.06767929244376082,new
